#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
# Updated 2025 Apr  7 2348:35																											
S58925	2024-024J	Jinan Kechuang	2024 Feb  3	2024 Feb  3	*	*	-	Zhixing	-	-	-	B	IMG-R	S	-	-	[CN]	-	-	-	-	-	2024 Feb  5	505	520	97.41	-
S58928	2024-025A	PACE	2024 Feb  8	2024 Feb  8	*	*	-	EOS	-	-	M	C	EOSCI	S	-	-	US	ST/SG/SER.E/1200	98.3	675	677	98.1	2024 Oct 12	672	674	98.10	-
S58929	2024-026A	Kosmos-2575	2024 Feb  9	2024 Feb  9	*	*	-	EMKA	-	-	M	D	IMG	S	-	-	RU	ST/SG/SER.E/1194	91.4	350	351	96.8	2024 Oct 11	288	297	96.71	-
S58931	2024-027A	Starlink-31317	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	475	53.16	-
S58932	2024-027B	Starlink-31378	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	475	53.16	-
S58933	2024-027C	Starlink-31350	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	476	53.16	-
S58934	2024-027D	Starlink-31337	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	482	53.2	2024 Oct 13	474	475	53.16	-
S58935	2024-027E	Starlink-31362	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58936	2024-027F	Starlink-31383	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58937	2024-027G	Starlink-31390	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	475	53.16	-
S58938	2024-027H	Starlink-31377	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	476	53.16	-
S58939	2024-027J	Starlink-31372	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58940	2024-027K	Starlink-31371	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	475	53.16	-
S58941	2024-027L	Starlink-31345	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58942	2024-027M	Starlink-31354	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58943	2024-027N	Starlink-31346	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 5	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	469	470	53.16	-
S58944	2024-027P	Starlink-31336	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	475	53.16	-
S58945	2024-027Q	Starlink-31359	2024 Feb 10	2024 Aug 29	2024 Aug 29	2024 Aug 29?	-	Starlink 2M S1	7 5	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Aug 31	461	463	53.16	-
S58946	2024-027R	Starlink-31331	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	475	53.16	-
S58947	2024-027S	Starlink-31116	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58948	2024-027T	Starlink-31311	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	475	53.16	-
S58949	2024-027U	Starlink-31294	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	475	53.16	-
S58950	2024-027V	Starlink-31287	2024 Feb 10	2024 Feb 27	2024 Feb 27	2024 Feb 27	-	Starlink 2M S1	7 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	87.5	150	153	53.2	2024 Feb 29	243	249	53.16	-
S58951	2024-027W	Starlink-31330	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	475	53.16	-
S58952	2024-027X	Starlink-31293	2024 Feb 10	2024 Feb 10	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	476	53.16	-
S58954	2021-102N	DRUMS Target 2	2021 Nov  9	2023 Dec	2023 Dec	2023 Dec	-	Kawasaki	-	-	-	B	TECH	S	-	-	[J]	-	-	-	-	-	2024 Feb 12	527	553	97.45	-
S58955	2024-028A	HBTSS-SV2	2024 Feb 14	2024 Feb 14	*	*	-	HBTSS	-	P	M	B	EW	S	-	-	US	ST/SG/SER.E/1200	105.1	992	1006	40.0	2024 Oct 12	988	1008	39.99	-
S58956	2024-028B	Raptor4	2024 Feb 14	2024 Feb 14	*	*	-	SDA-TR0-TRL L3H	-	-	M	D	EW	S	-	-	US	ST/SG/SER.E/1200	105.1	992	1005	40.0	2024 Oct 12	990	1006	39.99	-
S58957	2024-028C	Raptor1	2024 Feb 14	2024 Feb 14	*	*	-	SDA-TR0-TRL L3H	-	-	M	D	EW	S	-	-	US	ST/SG/SER.E/1200	105.1	992	1005	40.0	2024 Oct 12	990	1006	39.99	-
S58958	2024-028D	Raptor3	2024 Feb 14	2024 Feb 14	*	*	-	SDA-TR0-TRL L3H	-	-	M	D	EW	S	-	-	US	ST/SG/SER.E/1200	105.1	991	1005	40.0	2024 Oct 12	990	1005	39.99	-
S58959	2024-028E	Raptor2	2024 Feb 14	2024 Feb 14	*	*	-	SDA-TR0-TRL L3H	-	-	M	D	EW	S	-	-	US	ST/SG/SER.E/1200	105.1	991	1005	40.0	2024 Oct 12	990	1005	39.99	-
S58960	2024-028F	HBTSS-SV1	2024 Feb 14	2024 Feb 14	*	*	-	HBTSS	-	P	M	B	EW	S	-	-	US	ST/SG/SER.E/1200	105.1	990	1005	40.0	2024 Oct 12	988	1008	39.99	-
S58961	2024-029A	Progress MS-26	2024 Feb 15	2024 Aug 13	2024 Aug 13	2024 Aug 13 0549	-	Progress MS	-	P	M	C	SS	S	-	-	RU	ST/SG/SER.E/1194	88.5	193	240	61.7	2024 Aug 15	412	419	51.64	-
S58963	2024-030A	IM-1 (Odysseus)	2024 Feb 15	2024 Feb 29	2024 Feb 29	2024 Feb 29	-	IM	-	P	M	B	PLAN	S	-	-	US	ST/SG/SER.E/2100	17559.9	230	434594	28.5	-	0	0	0.00	-
S58965	2024-031A	Starlink-31373	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	462	464	53.16	-
S58966	2024-031B	Starlink-31449	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	462	463	53.16	-
S58967	2024-031C	Starlink-31314	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	462	464	53.16	-
S58968	2024-031D	Starlink-31356	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	460	464	53.16	-
S58969	2024-031E	Starlink-31335	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	462	464	53.16	-
S58970	2024-031F	Starlink-31368	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	462	464	53.16	-
S58971	2024-031G	Starlink-31333	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	462	464	53.16	-
S58972	2024-031H	Starlink-31351	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	462	464	53.16	-
S58973	2024-031J	Starlink-31365	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58974	2024-031K	Starlink-31361	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	463	465	53.16	-
S58975	2024-031L	Starlink-31369	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	475	53.16	-
S58976	2024-031M	Starlink-31324	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58977	2024-031N	Starlink-31358	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58978	2024-031P	Starlink-31355	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	475	53.16	-
S58979	2024-031Q	Starlink-31380	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	475	53.16	-
S58980	2024-031R	Starlink-31353	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.5	477	516	53.2	2024 Oct 13	474	475	53.16	-
S58981	2024-031S	Starlink-31339	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	475	53.16	-
S58982	2024-031T	Starlink-31360	2024 Feb 15	2024 Feb 15	2024 Aug  8	2025 Jan 17?	-	Starlink 2M S1	7 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	444	445	53.16	-
S58983	2024-031U	Starlink-31384	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58984	2024-031V	Starlink-31379	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	475	53.16	-
S58985	2024-031W	Starlink-31385	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	482	53.2	2024 Oct 13	474	475	53.16	-
S58986	2024-031X	Starlink-31229	2024 Feb 15	2024 Feb 15	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	475	53.16	-
S58987	2024-032A	CE-SAT-IE	2024 Feb 17	2024 Feb 17	*	*	-	Canon	-	-	-	B	IMG	S	-	-	[J]	-	-	-	-	-	2024 Feb 19	670	673	98.12	-
S58988	2024-032B	VEP-4	2024 Feb 17	2024 Feb 17	2024 Feb 17	2024 Feb 17 0211?	-	NASDA Tech	-	-	-	C	TECH	S	-	-	[J]	-	-	-	-	-	2024 Feb 17	-871	668	98.12	-
S58989	2024-032C	TIRSAT	2024 Feb 17	2024 Feb 17	*	*	-	METI Cube	-	-	-	B	IMG	S	-	-	[J]	-	-	-	-	-	2024 Feb 19	664	671	98.12	-
S58990	2024-033A	Insat 3DS	2024 Feb 17	2024 Feb 17	*	*	-	Insat 3M	-	-	M	C	MET	S	-	-	[IN]	-	-	-	-	-	2024 Oct 12	35779	35792	0.04	-
S58992	2024-034A	ADRAS-J	2024 Feb 18	2024 Feb 18	*	*	-	Astroscale	-	P	-	B	TECH	S	-	-	[J]	-	-	-	-	-	2024 Feb 22	533	597	98.20	-
S58995	2024-035A	Merah Putih 2	2024 Feb 20	2024 Feb 20	*	*	-	Telkom	-	-	M	B	COM	S	-	-	ID	ST/SG/SER.E/1220	1440.0	35786	35786	0.0	2024 Oct 12	35780	35792	0.01	-
S58997	2023-174DJ	AAC-AIS-SAT3	2023 Nov 11	2023 Nov 11	*	*	-	Ymir	-	-	-	B	COM	S	-	-	UK	ST/SG/SER.E/1185	97.7	644	655	97.7	2024 Feb 23	644	654	97.73	-
S58998	2024-036A	Starlink-31468	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S58999	2024-036B	Starlink-31440	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59000	2024-036C	Starlink-31529	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	468	470	53.16	-
S59001	2024-036D	Starlink-31525	2024 Feb 23	2024 Feb 23	2024 Feb 23	2024 May 30	-	Starlink 2M S1	7 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Jun  1	210	229	53.12	-
S59002	2024-036E	Starlink-31431	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59003	2024-036F	Starlink-31429	2024 Feb 23	2024 Oct 20	2024 Oct 20	2024 Oct 20	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	380	402	53.15	-
S59004	2024-036G	Starlink-31435	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59005	2024-036H	Starlink-31484	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59006	2024-036J	Starlink-31450	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	473	476	53.16	-
S59007	2024-036K	Starlink-31456	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59008	2024-036L	Starlink-31460	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.1	474	476	53.2	2024 Oct 13	474	476	53.16	-
S59009	2024-036M	Starlink-31488	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	482	53.2	2024 Oct 13	474	476	53.16	-
S59010	2024-036N	Starlink-31528	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59011	2024-036P	Starlink-31491	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59012	2024-036Q	Starlink-31465	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59013	2024-036R	Starlink-31389	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	480	483	53.2	2024 Oct 13	474	476	53.16	-
S59014	2024-036S	Starlink-31454	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	483	53.2	2024 Oct 13	474	476	53.16	-
S59015	2024-036T	Starlink-31521	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	94.2	481	482	53.2	2024 Oct 13	474	476	53.16	-
S59016	2024-036U	Starlink-31526	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.7	408	409	53.2	2024 Oct 13	446	448	53.16	-
S59017	2024-036V	Starlink-31406	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 5	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.4	437	441	53.2	2024 Oct 13	474	476	53.16	-
S59018	2024-036W	Starlink-31527	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.7	455	456	53.2	2024 Oct 13	474	476	53.16	-
S59019	2024-036X	Starlink-31436	2024 Feb 23	2024 Feb 23	*	*	-	Starlink 2M S1	7 6	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.3	437	439	53.2	2024 Oct 13	473	475	53.16	-
S59020	2024-037A	TJS 11.00	2024 Feb 23	2024 Feb 23	*	*	-	TJS 11.00	-	P	M	D	SIG	S	-	-	[CN]	-	-	-	-	-	2024 Oct 12	35762	35812	5.13	-
S59023	2024-038A	Starlink-30996	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.9	466	468	43.0	2024 Oct 13	487	488	43.00	-
S59024	2024-038B	Starlink-31006	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.9	416	418	43.0	2024 Oct 13	443	445	43.00	-
S59025	2024-038C	Starlink-31178	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.9	464	466	43.0	2024 Oct 13	487	489	43.00	-
S59026	2024-038D	Starlink-31227	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.9	462	465	43.0	2024 Oct 13	486	488	43.00	-
S59027	2024-038E	Starlink-30863	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.8	461	463	43.0	2024 Oct 13	486	488	43.00	-
S59028	2024-038F	Starlink 31206	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	90.5	296	298	43.0	2024 Oct 13	443	444	43.00	-
S59029	2024-038G	Starlink-31224	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.8	459	461	43.0	2024 Oct 13	487	489	43.00	-
S59030	2024-038H	Starlink-31186	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.8	457	460	43.0	2024 Oct 13	486	488	43.00	-
S59031	2024-038J	Starlink-31211	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.7	456	458	43.0	2024 Oct 13	486	488	43.00	-
S59032	2024-038K	Starlink-30862	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.4	440	442	43.0	2024 Oct 13	487	488	43.00	-
S59033	2024-038L	Starlink 31210	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.0	419	423	43.0	2024 Oct 13	487	489	43.00	-
S59034	2024-038M	Starlink 31231	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.0	419	421	43.0	2024 Oct 13	486	488	43.00	-
S59035	2024-038N	Starlink 31207	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.0	419	421	43.0	2024 Oct 13	486	488	43.00	-
S59036	2024-038P	Starlink 31217	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 3	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.0	418	421	43.0	2024 Oct 13	443	445	43.00	-
S59037	2024-038Q	Starlink 31208	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.4	440	442	43.0	2024 Oct 13	487	488	43.00	-
S59038	2024-038R	Starlink 31235	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.0	419	421	43.0	2024 Oct 13	487	488	43.00	-
S59039	2024-038S	Starlink 31220	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.5	446	447	43.0	2024 Oct 13	487	488	43.00	-
S59040	2024-038T	Starlink 31225	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.4	393	395	43.0	2024 Oct 13	486	488	43.00	-
S59041	2024-038U	Starlink 31240	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.4	440	442	43.0	2024 Oct 13	486	488	43.00	-
S59042	2024-038V	Starlink 31202	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	92.5	398	400	43.0	2024 Oct 13	486	488	43.00	-
S59043	2024-038W	Starlink 31234	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.3	435	437	43.0	2024 Oct 13	486	488	43.00	-
S59044	2024-038X	Starlink 31153	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.0	419	421	43.0	2024 Oct 13	486	488	43.00	-
S59045	2024-038Y	Starlink 31241	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.3	433	435	43.0	2024 Oct 13	487	488	43.00	-
S59046	2024-038Z	Starlink 31205	2024 Feb 25	2024 Feb 25	*	*	-	Starlink 2M S2	6 2	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1200	93.2	432	433	43.0	2024 Oct 13	486	488	43.00	-
S59051	2024-039A	Meteor-M No. 2-4	2024 Feb 29	2024 Feb 29	*	*	-	Meteor-M	-	-	-	C	MET	S	-	-	RU	ST/SG/SER.E/1194	88.6	-40	194	98.8	2024 Mar  2	812	823	98.58	-
S59052	2024-039B	SITRO-AIS-29	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.4	495	501	97.4	2024 Mar  2	485	511	97.38	-
S59053	2024-039C	SITRO-AIS-30	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.4	491	501	97.4	2024 Mar  2	485	511	97.38	-
S59054	2024-039D	SITRO-AIS-31	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.4	487	502	97.4	2024 Mar  2	485	510	97.38	-
S59055	2024-039E	SITRO-AIS-33	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.3	482	503	97.4	2024 Mar  2	485	510	97.38	-
S59056	2024-039F	SITRO-AIS-35	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.3	482	504	97.4	2024 Mar  2	485	510	97.38	-
S59057	2024-039G	SITRO-AIS-32	2024 Feb 29	2024 Feb 29	*	*	-	Sputnix	-	-	-	B	COM	S	-	-	RU	ST/SG/SER.E/1194	94.4	485	503	97.4	2024 Mar  2	485	510	97.38	-
